id,parkId,cost,description,title
301,263,60.0,Admits a mini-bus of 16-25 persons.,Commercial Entrance - Mini-bus
302,263,150.0,Admits a motor coach of 26+ persons.,Commercial Entrance - Motor Coach
303,266,30.0,"Admits one private, non-commercial vehicle. Valid for up to 7 consecutive days from day of purchase at Lassen Volcanic National Park. When entrance station is not staffed, digital passes may be purchased online at recreation.gov.",Entrance - Private Vehicle
304,266,10.0,"Discounted entry fee during winter. Admits one private, non-commercial vehicle. Valid for up to 7 consecutive days from day of purchase at Lassen Volcanic National Park. When entrance station is not staffed, digital passes may be purchased online at recreation.gov.",Entrance - Private Vehicle
305,266,25.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers. When entrance station is not staffed, digital passes may be purchased online at recreation.gov.",Entrance - Motorcycle
306,266,15.0,"Per-person entrance fee used to admit one person on foot or bicycle. Also used for individuals traveling together in a vehicle as a non-commercial, organized group. Valid for up to 7 consecutive days from day of purchase at Lassen Volcanic National Park. When entrance station is not staffed, digital passes may be purchased online at recreation.gov.",Entrance - Per Person
307,266,0.0,Park entrance fees are waived for eligible academic groups with approved fee waiver application. Applications must be submitted at least two weeks prior to park visit.,Entrance - Education/Academic Groups
308,266,25.0,"Valid for up to 7 consecutive days for a vehicle carrying the same group of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The entry fees are based upon the total seating capacity of vehicles regardless of the actual number of passengers. Annual or lifetime passes are not accepted.",Commercial Entrance - Sedan
309,266,50.0,"Valid for up to 7 consecutive days for a vehicle carrying the same group of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The entry fees are based upon the total seating capacity of vehicles regardless of the actual number of passengers. Annual or lifetime passes are not accepted.",Commercial Entrance - Van
310,266,60.0,"Valid for up to 7 consecutive days for a vehicle carrying the same group of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The entry fees are based upon the total seating capacity of vehicles regardless of the actual number of passengers. Annual or lifetime passes are not accepted.",Commercial Entrance - Mini-bus
311,266,150.0,"Valid for up to 7 consecutive days for a vehicle carrying the same group of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The entry fees are based upon the total seating capacity of vehicles regardless of the actual number of passengers. Annual or lifetime passes are not accepted.",Commercial Entrance - Motor Coach
312,266,10.0,"Discounted entry fee for winter. Admits one private, non-commercial motorcycle and its riders. Valid for up to 7 consecutive days from day of purchase at Lassen Volcanic National Park. When entrance station is not staffed, digital passes may be purchased online at recreation.gov.",Entrance - Motorcycle
313,266,10.0,"Discounted entry fee for winter. Per-person entrance fee used to admit one person on foot or bicycle. Also used for individuals traveling together in a vehicle as a non-commercial, organized group. Valid for up to 7 consecutive days from day of purchase at Lassen Volcanic National Park. When entrance station is not staffed, digital passes may be purchased online at recreation.gov.",Entrance - Per Person
314,267,25.0,Park Entrance is $25 per vehicle and is good for 7 days.,Entrance - Private Vehicle
315,267,20.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers.",Entrance - Motorcycle
316,267,15.0,Park Entrance is $15 per person and is good for 7 days.,Entrance - Per Person
317,269,10.0,Entrance fees are collected at the Fort Clatsop Visitor Center.,Entrance - Per Person
318,273,25.0,Private non-commercial vehicle.,Entrance - Private Vehicle
319,273,20.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers.",Entrance - Motorcycle
320,273,15.0,Per person fee,Entrance - Per Person
321,273,25.0,"Commercial Rate for a vehicle holds up to 6 people, $25 plus per person.",Commercial Entrance - Sedan
322,273,40.0,Van holds up to 15 people,Commercial Entrance - Van
323,273,40.0,Commercial vehicle that holds up to 25 passengers,Commercial Entrance - Mini-bus
324,273,100.0,"Commercial Bus $100.00 (26 or more seats, regardless of occupancy)",Commercial Entrance - Motor Coach
325,274,15.0,"Admits all persons traveling in a single, private, non-commercial vehicle (car/truck/van/motorcycle) into Canyon Mouth Park for one day. The pass is non-transferable. Insert cash only (no bills larger than a $20) into the fee machine to gain entrance. Place the receipt on the dashboard of your vehicle, making sure the face of the receipt is visible.",Entrance - Private Vehicle
326,274,15.0,"Valid for 1 day. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers. The pass is non-transferable. Insert cash only (no bills larger than a $20) into the fee machine to gain entrance. Place the receipt on the dashboard of your vehicle, making sure the face of the receipt is visible.",Entrance - Motorcycle
327,279,30.0,"Explore historically recreated tenement apartments and discover how immigrants lived on New York’s Lower East Side in the 19th and 20th centuries. Along with a glimpse of the past, glean insights from educators who offer historical perspectives that relate to current conversations about immigration.",Timed Entry Reservation - Location
328,279,30.0,"Explore the often-forgotten places, unexplored spaces, and the many histories of migration over centuries on daily walking tours of the storied Lower East Side neighborhood. Get to know the city by visiting historical sites and learning about the people and neighborhoods that made New York City what it is today.",Timed Entry Reservation - Location
329,293,30.0,Valid for 7 days.,Entrance - Private Vehicle
330,293,25.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers.",Entrance - Motorcycle
331,293,15.0,Valid for 7 days.,Entrance - Per Person
332,293,20.0,"Purchase digital park entrance passes on recreation.gov at no additional cost. Once purchased, passes for Mesa Verde National Park must be printed or saved on your mobile device prior to use. Connectivity is limited in the park, therefore printing the permit or saving it on your phone is highly recommended.

Passes, including the America the Beautiful, National Parks & Federal Recreational Lands Passes, such as the Annual, Access, or Senior pass may be purchased at the entrance station upon arrival.",Entrance - Private Vehicle
333,293,15.0,"Purchase digital park entrance passes on recreation.gov at no additional cost. Once purchased, passes for Mesa Verde National Park must be printed or saved on your mobile device prior to use. Connectivity is limited in the park, therefore printing the permit or saving it on your phone is highly recommended.

Passes, including the America the Beautiful, National Parks & Federal Recreational Lands Passes, such as the Annual, Access, or Senior pass may be purchased at the entrance station upon arrival.",Entrance - Per Person
334,293,15.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers.",Entrance - Motorcycle
335,302,10.0,"This entrance fee covers one adult, aged 16 and over, for entrance to Montezuma Castle and Tuzigoot National Monuments for 7 days.",Entrance - Per Person
336,306,30.0,"Grants unlimited entry for one vehicle and passengers for seven consecutive days. Vehicle must be private, noncommercial, and with a seating capacity of 15 or less.",Entrance - Private Vehicle
337,306,15.0,Walk-up or single bicycle fee. Grants unlimited entry for seven consecutive days.,Entrance - Per Person
338,306,25.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers.",Entrance - Motorcycle
339,306,30.0,"These fees are charged only to commercial organizations, such as tour companies. This fee is determined by the seating capacity of the vehicle. For sedan with 1 to 6 seats, the fee is $30 + $15 per client.",Commercial Entrance - Sedan
340,306,75.0,"These fees are charged only to commercial organizations, such as tour companies. This fee is determined by the seating capacity of the vehicle.",Commercial Entrance - Van
341,306,100.0,"These fees are charged only to commercial organizations, such as tour companies. This fee is determined by the seating capacity of the vehicle.",Commercial Entrance - Mini-bus
342,306,200.0,"These fees are charged only to commercial organizations, such as tour companies. This fee is determined by the seating capacity of the vehicle. NOTE: There are no current road restrictions for unmodified motor coaches of the standard length in the park. However, be aware that roads in the park are steep, narrow, and winding. In particular, it is recommended that RVs and vehicles with trailers longer than 25 feet LOA not travel up the Sunrise Road beyond the White River Campground intersection.",Commercial Entrance - Motor Coach
343,308,15.0,$15 per person 16 years of age and older. Entrance fees may be purchased in advance with your parking/shuttle reservation or upon arrival to the park. Parking/shuttle reservations are required for all vehicles and shuttle riders visiting Muir Woods National Monument. Reservation fees are separate from entrance fees. Please visit GoMuirWoods.com for parking/shuttle reservations.,Entrance - Per Person
344,316,20.0,"Entry fee admits one private, non-commercial vehicle driver and passengers. Entry fee is valid for 7 days.",Entrance - Private Vehicle
345,316,15.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers.",Entrance - Motorcycle
346,316,10.0,"Admits one individual with no car. This pass is typically used for bicyclists, and pedestrians. Youth 15 and under are admitted free. Entry fee is valid for 7 days.",Entrance - Per Person
347,333,18.0,"Ticket prices are $18 for Adults, $16 for Seniors 62+, $16 for Military with ID, and $15 for Students (Age 6 through college with ID). Children 5 and under are free. Group Rates are available. Free parking in Memorial garage with admission. Ticket sales end one hour before close.",Timed Entry Reservation - Location
348,335,30.0,"Valid for seven consecutive days. Applies to private, non-commercial vehicles (15 passenger capacity or less). The pass covers all vehicle occupants.",Entrance - Private Vehicle
349,335,25.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers.",Entrance - Motorcycle
350,335,15.0,"Valid for seven consecutive days. This fee admits one person without a vehicle, including hikers, bicyclists, and pedestrians. Individuals fifteen years or younger are admitted free of charge.",Entrance - Per Person
351,335,75.0,"A commercial tour is defined as persons traveling on an itinerary that has been packaged, priced or sold for leisure recreational purposes by an organization that realizes financial gain through the provisions of the service.",Commercial Entrance - Van
352,335,100.0,"A commercial tour is defined as persons traveling on an itinerary that has been packaged, priced or sold for leisure recreational purposes by an organization that realizes financial gain through the provisions of the service.",Commercial Entrance - Mini-bus
353,335,200.0,"A commercial tour is defined as persons traveling on an itinerary that has been packaged, priced or sold for leisure recreational purposes by an organization that realizes financial gain through the provisions of the service.",Commercial Entrance - Motor Coach
354,336,20.0,"Offered Thursday through Monday, 10 AM to 4 PM. Duration: 90 minutes. Difficulty: Moderately strenuous. Tickets are $20 for adults, $15 for youth (15 and under, must be at least 42 inches tall), $10 for America the Beautiful Senior Pass holders (ages 62 and over; discount applies to the cardholder only) and America the Beautiful Annual Pass holders (discount applies to the cardholder only), and $7.50 for youths with an America the Beautiful Annual Pass.",Timed Entry Reservation - Location
355,336,20.0,"This 60-minute guided tour offers a unique experience, illuminating the cave’s features by candlelight. The tour is moderately strenuous, and participants must be 10 years or older to join. Tickets are $20 for adults, $15 for youth (ages 10 to 15), $10 for America the Beautiful Senior Pass holders (ages 62 and over; discount applies to the cardholder only) and America the Beautiful Annual Pass holders (discount applies to the cardholder only), and $7.50 for youths with an America the Beautiful Annual Pass.",Timed Entry Reservation - Location
356,336,20.0,"Designed for families with children. Duration: 90 minutes. Difficulty: moderately strenuous. At least one child must be in the group, and all children must be over 42 inches tall. Tickets are $20 for adults, $15 for youth (ages 15 and under), $10 for America the Beautiful Senior Pass holders (ages 62 and over; discount applies to the cardholder only) and America the Beautiful Annual Pass holders (discount applies to the cardholder only), and $7.50 for youths with an America the Beautiful Annual Pass.",Timed Entry Reservation - Location
357,338,25.0,Valid for 7 days. This fee includes all occupants of a non-commercial vehicle.,Entrance - Private Vehicle
358,338,20.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers.",Entrance - Motorcycle
359,338,15.0,Valid for 7 days. This fee applies to bicycles and walk-ins (per person),Entrance - Per Person
360,342,25.0,Pass is valid for the day of purchase and the next six days for a vehicle carrying the same group of passengers. The entry fees of commercial tours are based upon the total capacity of vehicles that can carry seven or more passengers regardless of the actual number of passengers.,Commercial Entrance - Sedan
361,342,40.0,Pass is valid for the day of purchase and the next six days for a vehicle carrying the same group of passengers. The entry fees of commercial tours are based upon the total capacity of vehicles that can carry seven or more passengers regardless of the actual number of passengers.,Commercial Entrance - Van
362,342,40.0,Pass is valid for the day of purchase and the next six days for a vehicle carrying the same group of passengers. The entry fees of commercial tours are based upon the total capacity of vehicles that can carry seven or more passengers regardless of the actual number of passengers.,Commercial Entrance - Mini-bus
363,342,100.0,Pass is valid for the day of purchase and the next six days for a vehicle carrying the same group of passengers. The entry fees of commercial tours are based upon the total capacity of vehicles that can carry seven or more passengers regardless of the actual number of passengers.,Commercial Entrance - Motor Coach
364,342,25.0,"Admits the passholder and up to 15 passengers in the same private (non-commercial) vehicle. It expires one week from the date of purchase. For private vehicles, this entrance pass is required for overnight camping. 

A 1-day entrance pass is available for $10 per vehicle. 1-day entrance passes expire at midnight on the date of purchase and are not valid for overnight camping.",Entrance - Private Vehicle
365,342,20.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers. For motorcyclists, this entrance pass is required for overnight camping.

A 1-day entrance pass is available for $5. 1-day entrance passes expire at midnight on the date of purchase and are not valid for overnight camping.",Entrance - Motorcycle
366,342,15.0,"Admits one individual bicyclist, hiker, or pedestrian visiting the facility without a private vehicle. An individual pass is not required for visitors aged 15 and under. It expires one week from the date of purchase. For an individual, this entrance pass is required for overnight camping. 

A 1-day entrance pass is available for $5 per person. 1-day entrance passes expire at midnight on the date of purchase and are not valid for overnight camping.",Entrance - Per Person
367,342,15.0,Non-commercial groups traveling in a vehicle with a capacity of 16 persons or more are charged per person. This entrance pass is valid for one week from the date of purchase. Fees will not exceed the commercial fee for the same-sized vehicle. Youth 15 and younger are free. Individuals or families with any valid Annual or Lifetime pass may use their pass for entry.,Entrance - Non-commercial Groups
368,349,10.0,"The Observation Deck will be inaccessible for 2026 and 2027 seasons.

A ticket is required to visit the observation deck at the top of the Memorial. Tickets are sold daily in the visitor center from 10 am to 5:45 pm in 15-minute time slots and can sell out as early as 2 pm on the weekend. Children 15 and under are free and must be accompanied by an adult. An annual pass that covers the pass holder and three adults is available for $35.00. America the Beautiful Passes are also accepted.",Timed Entry Reservation - Location
369,351,25.0,"Admits one private, non-commercial vehicle (15-passenger capacity or less) and all occupants. Valid for 7 days.",Entrance - Private Vehicle
370,351,15.0,"Admits one individual with no motor vehicle (bicyclist, hiker, pedestrian). Youth 15 and under are admitted free of charge. Valid for 7 days.",Entrance - Per Person
371,351,20.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers.",Entrance - Motorcycle
372,351,25.0,"$25 flat fee + $10 per person (Sedans, SUVs, Minivans)

If you are conducting an income generating tour of the park, you are subject to commercial tour fees. Fees for commercial vehicles are based on the capacity of the vehicle, not the number of passengers on board, and are valid for 7 days.",Commercial Entrance - Sedan
373,351,10.0,"$25 flat fee + $10 per person (Sedans, SUVs, Minivans)

If you are conducting an income generating tour of the park, you are subject to commercial tour fees. Fees for commercial vehicles are based on the capacity of the vehicle, not the number of passengers on board, and are valid for 7 days.",Commercial Entrance - Per Person
374,351,50.0,"Capacity of 7 to 15 passengers - $50 (Vans).

If you are conducting an income generating tour of the park, you are subject to commercial tour fees. Fees for commercial vehicles are based on the capacity of the vehicle, not the number of passengers on board, and are valid for 7 days.",Commercial Entrance - Van
375,351,60.0,"Capacity of 16-25 passengers - $60

If you are conducting an income generating tour of the park, you are subject to commercial tour fees. Fees for commercial vehicles are based on the capacity of the vehicle, not the number of passengers on board, and are valid for 7 days.",Commercial Entrance - Mini-bus
376,351,150.0,"Capacity of 26+ passengers - $150 (Large tour buses, motorcoaches).

If you are conducting an income generating tour of the park, you are subject to commercial tour fees. Fees for commercial vehicles are based on the capacity of the vehicle, not the number of passengers on board, and are valid for 7 days.",Commercial Entrance - Motor Coach
377,351,15.0,"Capacity of 16 or more $15/person.  Anyone that is 15 or younger is exempt from paying an entrance fee, in addition to anyone with a valid pass. A pass may cover immediate family members or up to 4 people traveling with the group.

A non-commercial organized group is a group traveling together, such as scouts, a club, a church, or other group that has organized its own itinerary. Fees are based on the capacity of the vehicle, not the number of passengers on board, and are valid for 7 days.",Entrance - Non-commercial Groups
378,353,25.0,This pass admits the driver and all passengers in a private-use vehicle for seven consecutive days to all areas of Pictured Rocks National Lakeshore. This fee does not cover additional fees associated with activities such as camping or commercial tours.,Entrance - Private Vehicle
379,353,20.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers to all areas of Pictured Rocks National Lakeshore. This fee does not cover additional fees associated with activities such as camping or commercial tours.",Entrance - Motorcycle
380,353,15.0,This pass admits a snowmobile to all parts of Pictured Rocks National Lakeshore for 7 consecutive days. This fee does not cover additional fees associated with activities such as camping or commercial tours.,Entrance - Snowmobile
381,353,15.0,"This pass admits one walk-in, bicycle-in, or boat-in person to all parts of Pictured Rocks National Lakeshore. This fee does not cover additional fees associated with activities such as camping or commercial tours.",Entrance - Per Person
382,353,25.0,"This admits a commercial sedan to all areas of Pictured Rocks National Lakeshore. The flat rate for this pass is $25, plus an additional $5 per person age 16+. This fee does not cover additional fees associated with activities such as camping or commercial tours.",Commercial Entrance - Sedan
383,353,40.0,"This pass admits a commercial van with a capacity of 7-16 persons, regardless of capacity, to all parts of Pictured Rocks National Lakeshore. This fee does not cover additional fees associated with activities such as camping or commercial tours.",Commercial Entrance - Van
384,353,40.0,This fee admits a commercial mini-bus to all parts of Pictured Rocks National Lakeshore. A mini-bus is defined as a vehicle with a 16-25 person capacity. The fee is charged regardless of occupancy of the vehicle. This fee does not cover additional fees associated with activities such as camping or commercial tours.,Commercial Entrance - Mini-bus
385,353,100.0,"This fee applies to commercial vehicles with a 26+ person vehicle capacity, regardless of occupancy. This fee does not cover additional fees associated with activities such as camping or commercial tours.",Commercial Entrance - Motor Coach
386,354,30.0,"This pass is valid for 1-7 days and includes everyone traveling in a single, private (non-commercial) vehicle up to 15 passengers to Pinnacles East Entrance and West Entrance.",Entrance - Private Vehicle
387,354,25.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles, scooters, or similar motorized vehicles with up to 4 total passengers to Pinnacles East Entrance and West Entrance.",Entrance - Motorcycle
388,354,15.0,This entry fee is for a single person traveling on foot or by bicycle.  It is valid for 1-7 days to Pinnacles East Entrance and West Entrance.,Entrance - Per Person
389,354,15.0,"Non-commercial groups traveling in vehicles that have a capacity of 16 passengers or more pay $15 per person up to the maximums listed for commercial groups with comparable passenger capacity ($40 or $100). People 15 years old or younger, anyone with a pass that may be used for park entry, and drivers hired for transportation only are exempt from the per person fee.",Entrance - Non-commercial Groups
390,354,30.0,"The charge for vehicles with a seating capacity of 1-6 passengers is $30. This entrance fee is for commercial tours of one or more people traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. Passenger ages or entrance passes do not affect the price.",Commercial Entrance - Sedan
391,354,40.0,"This entrance fee is for commercial tours of vehicles with a seating capacity of 7-15 people that has been packaged, priced, or sold for leisure or recreational puposes by an organization that realizes financial gain through the provision of the service. This fee is based on the seating capacity of the vehicle and not the actual number of passengers. Passengers ages or entrance passes do not affect the price.",Commercial Entrance - Van
392,354,40.0,"This entrance fee is for commercial trous of vehicles with a seating capacity of 16-25 people that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the sevice. This fee is based on the seating capacity of the vehicle and not the actual number of passengers. Passengers ages or entrance passes do not affect the price.",Commercial Entrance - Mini-bus
393,354,100.0,"This entrance fee is for commercial tours of vehicles with a seating capacity of 26 or more people that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. This fee is based on the seating capacity of the vehicle and not the actual number of passengers. Passenger ages or entrance passes do not affect the price.",Commercial Entrance - Motor Coach
394,354,0.0,"School groups and other academic institutions may qualify for an Educational Fee Waiver. If not qualified, please check fees for large or commercial groups.",Entrance - Education/Academic Groups
395,355,10.0,There is a $10 fee per person 16 years of age and older.  Children under 15 enter for free.  This fee includes a $3/person Tribal use fee to the Kaibab Band of Paiute Indians.  All Interagency Passes are accepted.,Entrance - Per Person
396,365,20.0,Valid seven (7) consecutive days.,Entrance - Private Vehicle
397,365,15.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers.",Entrance - Motorcycle
398,365,10.0,Valid seven (7) consecutive days.,Entrance - Per Person
399,367,20.0,"Admits one single, private, non-commercial vehicle and all of its passengers (up to 8 persons). Organized non-profit groups (service organizations, scouts, church groups, college/school clubs) are not eligible for the vehicle permit. Good for entry into Puʻuhonua o Hōnaunau National Historical Park for seven days from the date of purchase.",Entrance - Private Vehicle
400,367,15.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers.",Entrance - Motorcycle
401,367,10.0,Admits one individual when entering by foot or bicycle. Good for entry into Puʻuhonua o Hōnaunau National Historical Park for seven days from the date of purchase. Individuals 15 years old and younger are admitted free of charge.,Entrance - Per Person
402,367,0.0,"Academic institutions may be eligible for a fee waiver by simply filling out sections 1, 2, and 5 of our educational fee waiver application. If an educational fee waiver is not obtained, the standard entrance fees apply.",Entrance - Education/Academic Groups
403,367,10.0,Non-commercial groups entering the park in a bus or vehicle with a capacity of 16 persons or more will be charged $10.00 for each person on board.,Entrance - Non-commercial Groups
404,367,10.0,All commercial tours that enter the park on a regular basis must have a Commercial Use Authorization (CUA) and are required to pay the commercial tour fee at the entrance station at each visit. For more information on how to get a CUA visit the Permits & Reservations page.,Commercial Entrance - Per Person
405,373,30.0,"Entrance Fee to Big Bend National Park.
This fee includes all occupants of a private, non-commercial vehicle and is valid for 7 days",Entrance - Private Vehicle
406,376,30.0,1-Day Vehicle Entrance Pass. This pass is valid for one private vehicle to enter RMNP for one day only. All passengers inside the vehicle are covered. Park entrance passes may be purchased in person at any of the park's entrance stations or in advance online at www.recreation.gov.,Entrance - Private Vehicle
407,376,35.0,7-Day Vehicle Entrance Pass. This vehicle entrance pass is valid for one vehicle to enter RMNP for 7 consecutive days. All passengers inside the vehicle are covered. Park entrance passes may be purchased in person at the any of the park's entrance stations or in advance online at www.recreation.gov.,Entrance - Private Vehicle
408,376,15.0,"1-Day Per Person Entrance Pass. This park entrance fee is for individuals, walk-ins, bicycles, and non-commercial groups to enter RMNP for 1-day only. Park entrance passes may be purchased in person at the any of the park's entrance stations or in advance online at www.recreation.gov.",Entrance - Per Person
409,376,25.0,"Valid for 1 day. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers. Park entrance passes may be purchased in person at the any of the park's entrance stations or in advance online at www.recreation.gov.",Entrance - Motorcycle
410,376,30.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers. Park entrance passes may be purchased in person at the any of the park's entrance stations or in advance online at www.recreation.gov.",Entrance - Motorcycle
411,376,20.0,"7-Day Per Person Entrance Pass. This park entrance fee is for individuals, walk-ins, bicycles, and non-commercial groups to enter RMNP for 7 consecutive days. Park entrance passes may be purchased in person at the any of the park's entrance stations or in advance online at www.recreation.gov.",Entrance - Per Person
412,376,100.0,"Each non-US resident aged 16 and older visiting Rocky Mountain National Park must pay a $100 nonresident fee (in addition to the standard entrance fee), unless admitted with an Annual or America the Beautiful Pass. This includes nonresidents entering as part of a commercial tour group, commercial use authorization (CUA) group, or concessioner tour group.",Nonresident
413,382,25.0,"The vehicle entrance pass is sold in the form of a dated register receipt and admits one privately owned, non-commercial vehicle into Saguaro National Park. This includes passenger cars, trucks, vans, recreational vehicles, campers, or converted buses used for private, recreational purposes.",Entrance - Private Vehicle
414,382,15.0,"Individuals entering the park by means other than a motor vehicle may purchase individual entrance passes. This includes hikers, horseback riders and bicyclists. The individual entrance fee is charged to anyone 16 years of age or older.",Entrance - Per Person
415,382,20.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers.",Entrance - Motorcycle
416,386,10.0,Entrance fee to park grounds for people aged 16 and over. Kids aged 15 and younger are free. Valid for seven days. Fees collected 9am-4pm.,Entrance - Per Person
417,393,10.0,"Valid for 24 hours, valid for both fortifications",Entrance - Per Person
418,401,35.0,This pass is valid for 1-7 days and includes everyone traveling in a single vehicle for Sequoia & Kings Canyon National Parks and Hume Lake District of Sequoia National Forest/Giant Sequoia National Monument.,Entrance - Private Vehicle
419,401,20.0,This entry fee is for a single person traveling on foot or by bicycle. It is valid for 1-7 days in Sequoia & Kings Canyon National Parks and Hume Lake District of Sequoia National Forest/Giant Sequoia National Monument.,Entrance - Per Person
420,401,30.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles, scooters, or similar motorized vehicles with up to 4 total passengers to Sequoia & Kings Canyon National Parks and Hume Lake District of Sequoia National Forest/Giant Sequoia National Monument.",Entrance - Motorcycle
421,401,20.0,"Non-commercial groups traveling in vehicles that have a capacity of up to 15 passengers pay a $35 vehicle entrance fee or use a park pass. Groups traveling in a bus or vehicle with a capacity of 16 persons or more are charged $20 per person, up to the maximums listed for commercial groups with comparable passenger capacity ($100 or $200). People 15 years old or younger, anyone with a pass that may be used for park entry, and drivers hired for transportation only are exempt from the per person fee.",Entrance - Non-commercial Groups
422,401,100.0,"This entrance fee is for commercial tours of vehicles with a seating capacity of 16-25 people that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. This fee is based on the seating capacity of the vehicle and not the actual number of passengers. Passenger ages or entrance passes do not affect the price.",Commercial Entrance - Mini-bus
423,401,200.0,"This entrance fee is for commercial tours of vehicles with a seating capacity of 26 or more people that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. This fee is based on the seating capacity of the vehicle and not the actual number of passengers. Passenger ages or entrance passes do not affect the price.",Commercial Entrance - Motor Coach
424,401,20.0,"The per person fee for vehicles with a seating capacity of 1-6 passengers is $20, plus $25 per vehicle, with a maximum total fee of $75. This entrance fee is for commercial tours of one or more people traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. Passenger ages or entrance passes do not affect the price.",Commercial Entrance - Per Person
425,401,100.0,"Each non-US resident aged 16 and older visiting Sequoia & Kings Canyon National Parks must pay a $100 nonresident fee (in addition to the standard entrance fee), unless admitted with an Annual or America the Beautiful Pass. This includes nonresidents entering as part of a commercial tour group, commercial use authorization (CUA) group, or concessioner tour group.",Nonresident
426,402,30.0,"Unlimited entry for one vehicle and all passengers for seven consecutive days, beginning on the day of purchase. Admits the pass holder and occupants of a single, private non-commercial vehicle.",Entrance - Private Vehicle
427,402,25.0,"Valid for 7 days. Admits up to 2 private, non-commercial motorcycles with up to 4 total passengers.",Entrance - Motorcycle
428,402,15.0,"Entry for walk-up or bicycling visitors, when 16 years of age or older (children under 16 are admitted for free). Includes entering the Park by all means other than a private, non-commercial vehicle. A family traveling together shall pay no more than the vehicle fee.",Entrance - Per Person
429,402,25.0,The total cost is calculated: $25 + $10 per passenger.,Commercial Entrance - Sedan
430,402,10.0,This fee is for commercial use between 1-6 passengers (sedan). The total cost is calculated: $25 for the vehicle + $10 per passenger.,Commercial Entrance - Per Person
431,402,75.0,"Based upon the total capacity of a vehicle that can carry 7-15 passengers, regardless of the actual number of passengers.",Commercial Entrance - Van
432,402,100.0,"Based upon the total capacity of a vehicle that can carry 16-25 passengers, regardless of the actual number of passengers.",Commercial Entrance - Mini-bus
433,402,200.0,"Based upon the total capacity of a vehicle that can carry 26 or more passengers, regardless of the actual number of passengers.",Commercial Entrance - Motor Coach
434,402,0.0,"National Park Service regulations allow school groups and other approved national and international academic institutions to obtain a waiver of Park entrance fees, provided that visit is for educational or scientific purposes, and the resources or facilities that the group intends to use, support those purposes. Request an academic fee waiver through the education section of our website.",Entrance - Education/Academic Groups
435,402,15.0,Fee is calculated per person for anyone 16 years of age or older (children under 16 are admitted for free). Groups will not be charged more than the equivalent commercial group fee.,Entrance - Non-commercial Groups
436,405,25.0,"Sedan
1-6 Person Capacity
$25.00 + $10.00 Per Person 16 years or older (up to a maximum of $40.00)",Commercial Entrance - Sedan
437,405,40.0,"Van
7-15 Person Capacity
$40.00",Commercial Entrance - Van
438,405,40.0,"Mini Bus
16-25 Person Capacity
$40.00",Commercial Entrance - Mini-bus
439,405,100.0,"Motorcoach
26+ Person Capacity
$100.00",Commercial Entrance - Motor Coach
440,405,25.0,Entrance pass - vehicle 1-7 day.,Entrance - Private Vehicle
